ID,Booking_Travel_ID,Booking_BookingID,Supplement_ID,Price,Currency_code
0C9C7221A8E4645C17002DF03754AB66,B6657221A8E4645C17002DF03754AB66,10,BV-0007,3.5,EUR
5B9C7221A8E4645C17002DF03754AB66,C0657221A8E4645C17002DF03754AB66,8,BV-0005,3.5,EUR
649C7221A8E4645C17002DF03754AB66,C1657221A8E4645C17002DF03754AB66,4,BV-0004,3.5,EUR
699C7221A8E4645C17002DF03754AB66,C2657221A8E4645C17002DF03754AB66,3,BV-0004,3.5,EUR
809C7221A8E4645C17002DF03754AB66,C4657221A8E4645C17002DF03754AB66,4,BV-0004,3.5,EUR
889C7221A8E4645C17002DF03754AB66,C5657221A8E4645C17002DF03754AB66,2,BV-0004,3.5,EUR
909C7221A8E4645C17002DF03754AB66,C6657221A8E4645C17002DF03754AB66,4,BV-0007,3.5,EUR
949C7221A8E4645C17002DF03754AB66,C6657221A8E4645C17002DF03754AB66,8,BV-0006,3.5,EUR
A29C7221A8E4645C17002DF03754AB66,CA657221A8E4645C17002DF03754AB66,1,BV-0003,3.5,EUR
ED9C7221A8E4645C17002DF03754AB66,CF657221A8E4645C17002DF03754AB66,10,BV-0005,3.5,EUR
EE9C7221A8E4645C17002DF03754AB66,CF657221A8E4645C17002DF03754AB66,11,BV-0005,3.5,EUR
0A9D7221A8E4645C17002DF03754AB66,D1657221A8E4645C17002DF03754AB66,11,BV-0006,3.5,EUR
1C9D7221A8E4645C17002DF03754AB66,D2657221A8E4645C17002DF03754AB66,3,BV-0004,3.5,EUR
2B9D7221A8E4645C17002DF03754AB66,D3657221A8E4645C17002DF03754AB66,10,BV-0006,3.5,EUR
4E9D7221A8E4645C17002DF03754AB66,D8657221A8E4645C17002DF03754AB66,1,BV-0006,3.5,EUR
5B9D7221A8E4645C17002DF03754AB66,D8657221A8E4645C17002DF03754AB66,11,BV-0007,3.5,EUR
5F9D7221A8E4645C17002DF03754AB66,D9657221A8E4645C17002DF03754AB66,2,BV-0005,3.5,EUR
649D7221A8E4645C17002DF03754AB66,DA657221A8E4645C17002DF03754AB66,4,BV-0003,3.5,EUR
6C9D7221A8E4645C17002DF03754AB66,DC657221A8E4645C17002DF03754AB66,2,BV-0004,3.5,EUR
739D7221A8E4645C17002DF03754AB66,DC657221A8E4645C17002DF03754AB66,6,BV-0008,3.5,EUR
7E9D7221A8E4645C17002DF03754AB66,DD657221A8E4645C17002DF03754AB66,1,BV-0006,3.5,EUR
989D7221A8E4645C17002DF03754AB66,E1657221A8E4645C17002DF03754AB66,3,BV-0004,3.5,EUR
C69D7221A8E4645C17002DF03754AB66,E5657221A8E4645C17002DF03754AB66,2,BV-0008,3.5,EUR
E59D7221A8E4645C17002DF03754AB66,EA657221A8E4645C17002DF03754AB66,1,BV-0008,3.5,EUR
E89D7221A8E4645C17002DF03754AB66,EA657221A8E4645C17002DF03754AB66,4,BV-0005,3.5,EUR
F49D7221A8E4645C17002DF03754AB66,EB657221A8E4645C17002DF03754AB66,6,BV-0007,3.5,EUR
F69D7221A8E4645C17002DF03754AB66,EC657221A8E4645C17002DF03754AB66,2,BV-0008,3.5,EUR
199E7221A8E4645C17002DF03754AB66,EE657221A8E4645C17002DF03754AB66,3,BV-0005,3.5,EUR
429E7221A8E4645C17002DF03754AB66,F0657221A8E4645C17002DF03754AB66,5,BV-0004,3.5,EUR
439E7221A8E4645C17002DF03754AB66,F0657221A8E4645C17002DF03754AB66,7,BV-0003,3.5,EUR
4D9E7221A8E4645C17002DF03754AB66,F0657221A8E4645C17002DF03754AB66,14,BV-0008,3.5,EUR
619E7221A8E4645C17002DF03754AB66,F3657221A8E4645C17002DF03754AB66,5,BV-0006,3.5,EUR
7A9E7221A8E4645C17002DF03754AB66,F5657221A8E4645C17002DF03754AB66,7,BV-0004,3.5,EUR
7D9E7221A8E4645C17002DF03754AB66,F5657221A8E4645C17002DF03754AB66,9,BV-0008,3.5,EUR
849E7221A8E4645C17002DF03754AB66,F8657221A8E4645C17002DF03754AB66,1,BV-0006,3.5,EUR
8B9E7221A8E4645C17002DF03754AB66,F8657221A8E4645C17002DF03754AB66,3,BV-0004,3.5,EUR
909E7221A8E4645C17002DF03754AB66,F8657221A8E4645C17002DF03754AB66,6,BV-0005,3.5,EUR
9D9E7221A8E4645C17002DF03754AB66,F8657221A8E4645C17002DF03754AB66,12,BV-0007,3.5,EUR
A09E7221A8E4645C17002DF03754AB66,F9657221A8E4645C17002DF03754AB66,1,BV-0003,3.5,EUR
B29E7221A8E4645C17002DF03754AB66,F9657221A8E4645C17002DF03754AB66,8,BV-0004,3.5,EUR
C09E7221A8E4645C17002DF03754AB66,FC657221A8E4645C17002DF03754AB66,1,BV-0005,3.5,EUR
C39E7221A8E4645C17002DF03754AB66,FC657221A8E4645C17002DF03754AB66,2,BV-0006,3.5,EUR
C79E7221A8E4645C17002DF03754AB66,FC657221A8E4645C17002DF03754AB66,4,ML-0017,11,EUR
CE9E7221A8E4645C17002DF03754AB66,FD657221A8E4645C17002DF03754AB66,3,BV-0004,3.5,EUR
D69E7221A8E4645C17002DF03754AB66,FD657221A8E4645C17002DF03754AB66,7,BV-0007,3.5,EUR
DE9E7221A8E4645C17002DF03754AB66,FE657221A8E4645C17002DF03754AB66,2,ML-0017,11,EUR
EF9E7221A8E4645C17002DF03754AB66,FF657221A8E4645C17002DF03754AB66,8,BV-0005,3.5,EUR
FD9E7221A8E4645C17002DF03754AB66,01667221A8E4645C17002DF03754AB66,1,BV-0007,3.5,EUR
119F7221A8E4645C17002DF03754AB66,04667221A8E4645C17002DF03754AB66,1,BV-0005,3.5,EUR
179F7221A8E4645C17002DF03754AB66,04667221A8E4645C17002DF03754AB66,4,BV-0005,3.5,EUR
1E9F7221A8E4645C17002DF03754AB66,04667221A8E4645C17002DF03754AB66,8,BV-0003,3.5,EUR
2C9F7221A8E4645C17002DF03754AB66,06667221A8E4645C17002DF03754AB66,5,BV-0007,3.5,EUR
579F7221A8E4645C17002DF03754AB66,0B667221A8E4645C17002DF03754AB66,4,BV-0003,3.5,EUR
709F7221A8E4645C17002DF03754AB66,0E667221A8E4645C17002DF03754AB66,3,BV-0007,3.5,EUR
7B9F7221A8E4645C17002DF03754AB66,0F667221A8E4645C17002DF03754AB66,3,BV-0007,3.5,EUR
979F7221A8E4645C17002DF03754AB66,13667221A8E4645C17002DF03754AB66,1,BV-0005,3.5,EUR
9A9F7221A8E4645C17002DF03754AB66,13667221A8E4645C17002DF03754AB66,2,BV-0005,3.5,EUR
A29F7221A8E4645C17002DF03754AB66,13667221A8E4645C17002DF03754AB66,6,BV-0004,3.5,EUR
B79F7221A8E4645C17002DF03754AB66,16667221A8E4645C17002DF03754AB66,4,BV-0008,3.5,EUR
C79F7221A8E4645C17002DF03754AB66,17667221A8E4645C17002DF03754AB66,4,BV-0006,3.5,EUR
C89F7221A8E4645C17002DF03754AB66,18667221A8E4645C17002DF03754AB66,1,BV-0004,3.5,EUR
D69F7221A8E4645C17002DF03754AB66,1B667221A8E4645C17002DF03754AB66,1,BV-0005,3.5,EUR
DD9F7221A8E4645C17002DF03754AB66,1B667221A8E4645C17002DF03754AB66,4,BV-0006,3.5,EUR
F99F7221A8E4645C17002DF03754AB66,1E667221A8E4645C17002DF03754AB66,3,BV-0003,3.5,EUR
05A07221A8E4645C17002DF03754AB66,1F667221A8E4645C17002DF03754AB66,3,BV-0005,3.5,EUR
0CA07221A8E4645C17002DF03754AB66,20667221A8E4645C17002DF03754AB66,3,BV-0004,3.5,EUR
11A07221A8E4645C17002DF03754AB66,20667221A8E4645C17002DF03754AB66,9,BV-0006,3.5,EUR
15A07221A8E4645C17002DF03754AB66,22667221A8E4645C17002DF03754AB66,1,BV-0007,3.5,EUR
1AA07221A8E4645C17002DF03754AB66,22667221A8E4645C17002DF03754AB66,2,BV-0006,3.5,EUR
22A07221A8E4645C17002DF03754AB66,23667221A8E4645C17002DF03754AB66,3,BV-0006,3.5,EUR
33A07221A8E4645C17002DF03754AB66,25667221A8E4645C17002DF03754AB66,1,BV-0004,3.5,EUR
49A07221A8E4645C17002DF03754AB66,28667221A8E4645C17002DF03754AB66,3,BV-0004,3.5,EUR
55A07221A8E4645C17002DF03754AB66,2C667221A8E4645C17002DF03754AB66,1,BV-0008,3.5,EUR
59A07221A8E4645C17002DF03754AB66,2D667221A8E4645C17002DF03754AB66,2,BV-0008,3.5,EUR
5CA07221A8E4645C17002DF03754AB66,2E667221A8E4645C17002DF03754AB66,1,BV-0005,3.5,EUR
6AA07221A8E4645C17002DF03754AB66,33667221A8E4645C17002DF03754AB66,2,BV-0003,3.5,EUR
80A07221A8E4645C17002DF03754AB66,3C667221A8E4645C17002DF03754AB66,2,BV-0006,3.5,EUR
8EA07221A8E4645C17002DF03754AB66,40667221A8E4645C17002DF03754AB66,1,BV-0003,3.5,EUR
96A07221A8E4645C17002DF03754AB66,41667221A8E4645C17002DF03754AB66,1,ML-0017,11,EUR
9FA07221A8E4645C17002DF03754AB66,44667221A8E4645C17002DF03754AB66,1,BV-0005,3.5,EUR
A0A07221A8E4645C17002DF03754AB66,44667221A8E4645C17002DF03754AB66,2,BV-0007,3.5,EUR
A5A07221A8E4645C17002DF03754AB66,45667221A8E4645C17002DF03754AB66,1,BV-0008,3.5,EUR
ACA07221A8E4645C17002DF03754AB66,47667221A8E4645C17002DF03754AB66,2,BV-0006,3.5,EUR
AFA07221A8E4645C17002DF03754AB66,47667221A8E4645C17002DF03754AB66,3,BV-0008,3.5,EUR
B3A07221A8E4645C17002DF03754AB66,48667221A8E4645C17002DF03754AB66,1,ML-0017,11,EUR
BCA07221A8E4645C17002DF03754AB66,4C667221A8E4645C17002DF03754AB66,2,BV-0006,3.5,EUR
BDA07221A8E4645C17002DF03754AB66,4D667221A8E4645C17002DF03754AB66,1,BV-0006,3.5,EUR
C0A07221A8E4645C17002DF03754AB66,4D667221A8E4645C17002DF03754AB66,2,BV-0006,3.5,EUR
CCA07221A8E4645C17002DF03754AB66,51667221A8E4645C17002DF03754AB66,1,BV-0004,3.5,EUR
D0A07221A8E4645C17002DF03754AB66,53667221A8E4645C17002DF03754AB66,2,BV-0007,3.5,EUR
35A17221A8E4645C17002DF03754AB66,6A667221A8E4645C17002DF03754AB66,2,BV-0005,3.5,EUR
36A17221A8E4645C17002DF03754AB66,6B667221A8E4645C17002DF03754AB66,1,BV-0006,3.5,EUR
3BA17221A8E4645C17002DF03754AB66,6C667221A8E4645C17002DF03754AB66,1,BV-0003,3.5,EUR
54A17221A8E4645C17002DF03754AB66,6F667221A8E4645C17002DF03754AB66,2,BV-0005,3.5,EUR
5CA17221A8E4645C17002DF03754AB66,71667221A8E4645C17002DF03754AB66,1,BV-0004,3.5,EUR
69A17221A8E4645C17002DF03754AB66,74667221A8E4645C17002DF03754AB66,1,BV-0005,3.5,EUR
81A17221A8E4645C17002DF03754AB66,7B667221A8E4645C17002DF03754AB66,3,BV-0007,3.5,EUR
84A17221A8E4645C17002DF03754AB66,7B667221A8E4645C17002DF03754AB66,4,BV-0004,3.5,EUR
87A17221A8E4645C17002DF03754AB66,7B667221A8E4645C17002DF03754AB66,5,BV-0003,3.5,EUR
88A17221A8E4645C17002DF03754AB66,7C667221A8E4645C17002DF03754AB66,1,BV-0007,3.5,EUR
89A17221A8E4645C17002DF03754AB66,7C667221A8E4645C17002DF03754AB66,2,BV-0006,3.5,EUR
B7A17221A8E4645C17002DF03754AB66,84667221A8E4645C17002DF03754AB66,2,BV-0004,3.5,EUR
D0A17221A8E4645C17002DF03754AB66,88667221A8E4645C17002DF03754AB66,1,BV-0006,3.5,EUR
E2A17221A8E4645C17002DF03754AB66,8A667221A8E4645C17002DF03754AB66,3,BV-0007,3.5,EUR
F9A17221A8E4645C17002DF03754AB66,8E667221A8E4645C17002DF03754AB66,1,BV-0006,3.5,EUR
FDA17221A8E4645C17002DF03754AB66,8F667221A8E4645C17002DF03754AB66,2,BV-0005,3.5,EUR
07A27221A8E4645C17002DF03754AB66,92667221A8E4645C17002DF03754AB66,1,BV-0003,3.5,EUR
1FA27221A8E4645C17002DF03754AB66,94667221A8E4645C17002DF03754AB66,1,BV-0003,3.5,EUR
3CA27221A8E4645C17002DF03754AB66,9A667221A8E4645C17002DF03754AB66,2,BV-0007,3.5,EUR
54A27221A8E4645C17002DF03754AB66,9C667221A8E4645C17002DF03754AB66,2,BV-0008,3.5,EUR
7DA27221A8E4645C17002DF03754AB66,A4667221A8E4645C17002DF03754AB66,1,BV-0003,3.5,EUR
8DA27221A8E4645C17002DF03754AB66,A6667221A8E4645C17002DF03754AB66,1,BV-0007,3.5,EUR
91A27221A8E4645C17002DF03754AB66,A6667221A8E4645C17002DF03754AB66,3,BV-0007,3.5,EUR
98A27221A8E4645C17002DF03754AB66,A7667221A8E4645C17002DF03754AB66,3,BV-0007,3.5,EUR
A8A27221A8E4645C17002DF03754AB66,A9667221A8E4645C17002DF03754AB66,4,BV-0003,3.5,EUR
CFA27221A8E4645C17002DF03754AB66,B2667221A8E4645C17002DF03754AB66,2,BV-0006,3.5,EUR
E4A27221A8E4645C17002DF03754AB66,B8667221A8E4645C17002DF03754AB66,2,BV-0005,3.5,EUR
E6A27221A8E4645C17002DF03754AB66,B9667221A8E4645C17002DF03754AB66,1,BV-0006,3.5,EUR
EBA27221A8E4645C17002DF03754AB66,BA667221A8E4645C17002DF03754AB66,3,BV-0003,3.5,EUR
EEA27221A8E4645C17002DF03754AB66,BB667221A8E4645C17002DF03754AB66,2,BV-0005,3.5,EUR
F7A27221A8E4645C17002DF03754AB66,BB667221A8E4645C17002DF03754AB66,6,BV-0004,3.5,EUR
02A37221A8E4645C17002DF03754AB66,BD667221A8E4645C17002DF03754AB66,1,BV-0006,3.5,EUR
04A37221A8E4645C17002DF03754AB66,BD667221A8E4645C17002DF03754AB66,2,BV-0008,3.5,EUR
08A37221A8E4645C17002DF03754AB66,BD667221A8E4645C17002DF03754AB66,4,BV-0007,3.5,EUR
2AA37221A8E4645C17002DF03754AB66,C1667221A8E4645C17002DF03754AB66,5,BV-0007,3.5,EUR
5FA37221A8E4645C17002DF03754AB66,C9667221A8E4645C17002DF03754AB66,4,BV-0004,3.5,EUR
64A37221A8E4645C17002DF03754AB66,CA667221A8E4645C17002DF03754AB66,3,BV-0006,3.5,EUR
6AA37221A8E4645C17002DF03754AB66,CB667221A8E4645C17002DF03754AB66,1,BV-0008,3.5,EUR
86A37221A8E4645C17002DF03754AB66,CD667221A8E4645C17002DF03754AB66,2,BV-0008,3.5,EUR
C2A37221A8E4645C17002DF03754AB66,D5667221A8E4645C17002DF03754AB66,2,BV-0005,3.5,EUR
C5A37221A8E4645C17002DF03754AB66,D5667221A8E4645C17002DF03754AB66,3,BV-0006,3.5,EUR
E5A37221A8E4645C17002DF03754AB66,D9667221A8E4645C17002DF03754AB66,6,BV-0007,3.5,EUR
E7A37221A8E4645C17002DF03754AB66,DA667221A8E4645C17002DF03754AB66,2,BV-0003,3.5,EUR
EBA37221A8E4645C17002DF03754AB66,DB667221A8E4645C17002DF03754AB66,1,BV-0008,3.5,EUR
F7A37221A8E4645C17002DF03754AB66,DD667221A8E4645C17002DF03754AB66,1,BV-0008,3.5,EUR
0DA47221A8E4645C17002DF03754AB66,DF667221A8E4645C17002DF03754AB66,1,BV-0004,3.5,EUR
2AA47221A8E4645C17002DF03754AB66,E3667221A8E4645C17002DF03754AB66,1,BV-0003,3.5,EUR
45A47221A8E4645C17002DF03754AB66,E9667221A8E4645C17002DF03754AB66,4,BV-0008,3.5,EUR
5AA47221A8E4645C17002DF03754AB66,EF667221A8E4645C17002DF03754AB66,1,ML-0017,11,EUR
65A47221A8E4645C17002DF03754AB66,F0667221A8E4645C17002DF03754AB66,4,BV-0006,3.5,EUR
77A47221A8E4645C17002DF03754AB66,F3667221A8E4645C17002DF03754AB66,2,BV-0004,3.5,EUR
87A47221A8E4645C17002DF03754AB66,F6667221A8E4645C17002DF03754AB66,3,BV-0003,3.5,EUR
89A47221A8E4645C17002DF03754AB66,F6667221A8E4645C17002DF03754AB66,4,BV-0003,3.5,EUR
99A47221A8E4645C17002DF03754AB66,F9667221A8E4645C17002DF03754AB66,4,BV-0005,3.5,EUR
9DA47221A8E4645C17002DF03754AB66,FA667221A8E4645C17002DF03754AB66,4,BV-0006,3.5,EUR
B3A47221A8E4645C17002DF03754AB66,FF667221A8E4645C17002DF03754AB66,1,BV-0005,3.5,EUR
BBA47221A8E4645C17002DF03754AB66,01677221A8E4645C17002DF03754AB66,1,BV-0004,3.5,EUR
C4A47221A8E4645C17002DF03754AB66,02677221A8E4645C17002DF03754AB66,1,BV-0008,3.5,EUR
E1A47221A8E4645C17002DF03754AB66,07677221A8E4645C17002DF03754AB66,3,BV-0006,3.5,EUR
F1A47221A8E4645C17002DF03754AB66,08677221A8E4645C17002DF03754AB66,5,BV-0007,3.5,EUR
F5A47221A8E4645C17002DF03754AB66,09677221A8E4645C17002DF03754AB66,1,BV-0005,3.5,EUR
04A57221A8E4645C17002DF03754AB66,0B677221A8E4645C17002DF03754AB66,3,BV-0006,3.5,EUR
16A57221A8E4645C17002DF03754AB66,10677221A8E4645C17002DF03754AB66,1,BV-0006,3.5,EUR
1BA57221A8E4645C17002DF03754AB66,12677221A8E4645C17002DF03754AB66,1,BV-0007,3.5,EUR
74A57221A8E4645C17002DF03754AB66,21677221A8E4645C17002DF03754AB66,1,BV-0006,3.5,EUR
79A57221A8E4645C17002DF03754AB66,22677221A8E4645C17002DF03754AB66,1,BV-0003,3.5,EUR
80A57221A8E4645C17002DF03754AB66,23677221A8E4645C17002DF03754AB66,2,BV-0005,3.5,EUR
83A57221A8E4645C17002DF03754AB66,24677221A8E4645C17002DF03754AB66,1,BV-0008,3.5,EUR
94A57221A8E4645C17002DF03754AB66,29677221A8E4645C17002DF03754AB66,3,BV-0005,3.5,EUR
ADA57221A8E4645C17002DF03754AB66,2B677221A8E4645C17002DF03754AB66,4,BV-0006,3.5,EUR
B3A57221A8E4645C17002DF03754AB66,2D677221A8E4645C17002DF03754AB66,1,BV-0005,3.5,EUR
BEA57221A8E4645C17002DF03754AB66,2F677221A8E4645C17002DF03754AB66,1,BV-0004,3.5,EUR
D5A57221A8E4645C17002DF03754AB66,33677221A8E4645C17002DF03754AB66,3,BV-0003,3.5,EUR
DAA57221A8E4645C17002DF03754AB66,33677221A8E4645C17002DF03754AB66,6,ML-0017,11,EUR
E9A57221A8E4645C17002DF03754AB66,37677221A8E4645C17002DF03754AB66,1,BV-0003,3.5,EUR
FFA57221A8E4645C17002DF03754AB66,3B677221A8E4645C17002DF03754AB66,2,BV-0008,3.5,EUR
06A67221A8E4645C17002DF03754AB66,3E677221A8E4645C17002DF03754AB66,1,BV-0005,3.5,EUR
09A67221A8E4645C17002DF03754AB66,3E677221A8E4645C17002DF03754AB66,3,BV-0005,3.5,EUR
14A67221A8E4645C17002DF03754AB66,3F677221A8E4645C17002DF03754AB66,4,ML-0017,11,EUR
19A67221A8E4645C17002DF03754AB66,3F677221A8E4645C17002DF03754AB66,6,BV-0003,3.5,EUR
36A67221A8E4645C17002DF03754AB66,45677221A8E4645C17002DF03754AB66,3,BV-0003,3.5,EUR
46A67221A8E4645C17002DF03754AB66,47677221A8E4645C17002DF03754AB66,1,BV-0006,3.5,EUR
66A67221A8E4645C17002DF03754AB66,4E677221A8E4645C17002DF03754AB66,1,BV-0004,3.5,EUR
7FA67221A8E4645C17002DF03754AB66,55677221A8E4645C17002DF03754AB66,1,BV-0005,3.5,EUR
A5A67221A8E4645C17002DF03754AB66,5D677221A8E4645C17002DF03754AB66,1,BV-0008,3.5,EUR
A8A67221A8E4645C17002DF03754AB66,5F677221A8E4645C17002DF03754AB66,1,BV-0007,3.5,EUR
AAA67221A8E4645C17002DF03754AB66,60677221A8E4645C17002DF03754AB66,1,BV-0007,3.5,EUR
DAA67221A8E4645C17002DF03754AB66,68677221A8E4645C17002DF03754AB66,2,BV-0008,3.5,EUR
E0A67221A8E4645C17002DF03754AB66,69677221A8E4645C17002DF03754AB66,1,BV-0008,3.5,EUR
E8A67221A8E4645C17002DF03754AB66,6A677221A8E4645C17002DF03754AB66,2,BV-0004,3.5,EUR
E9A67221A8E4645C17002DF03754AB66,6A677221A8E4645C17002DF03754AB66,3,BV-0004,3.5,EUR
23A77221A8E4645C17002DF03754AB66,77677221A8E4645C17002DF03754AB66,2,BV-0006,3.5,EUR
32A77221A8E4645C17002DF03754AB66,78677221A8E4645C17002DF03754AB66,6,BV-0007,3.5,EUR
38A77221A8E4645C17002DF03754AB66,79677221A8E4645C17002DF03754AB66,4,BV-0005,3.5,EUR
3AA77221A8E4645C17002DF03754AB66,7A677221A8E4645C17002DF03754AB66,1,BV-0005,3.5,EUR
6EA77221A8E4645C17002DF03754AB66,82677221A8E4645C17002DF03754AB66,4,BV-0006,3.5,EUR
9CA77221A8E4645C17002DF03754AB66,86677221A8E4645C17002DF03754AB66,6,BV-0007,3.5,EUR
A5A77221A8E4645C17002DF03754AB66,88677221A8E4645C17002DF03754AB66,1,BV-0003,3.5,EUR
A8A77221A8E4645C17002DF03754AB66,88677221A8E4645C17002DF03754AB66,2,BV-0003,3.5,EUR
A9A77221A8E4645C17002DF03754AB66,88677221A8E4645C17002DF03754AB66,3,BV-0005,3.5,EUR
BBA77221A8E4645C17002DF03754AB66,89677221A8E4645C17002DF03754AB66,5,ML-0017,11,EUR
DAA77221A8E4645C17002DF03754AB66,8E677221A8E4645C17002DF03754AB66,1,BV-0003,3.5,EUR
E9A77221A8E4645C17002DF03754AB66,90677221A8E4645C17002DF03754AB66,2,BV-0006,3.5,EUR
FFA77221A8E4645C17002DF03754AB66,94677221A8E4645C17002DF03754AB66,1,BV-0003,3.5,EUR
04A87221A8E4645C17002DF03754AB66,95677221A8E4645C17002DF03754AB66,2,BV-0004,3.5,EUR
1EA87221A8E4645C17002DF03754AB66,99677221A8E4645C17002DF03754AB66,1,BV-0004,3.5,EUR
26A87221A8E4645C17002DF03754AB66,9A677221A8E4645C17002DF03754AB66,2,BV-0005,3.5,EUR
4BA87221A8E4645C17002DF03754AB66,A1677221A8E4645C17002DF03754AB66,4,BV-0008,3.5,EUR
61A87221A8E4645C17002DF03754AB66,A4677221A8E4645C17002DF03754AB66,3,BV-0005,3.5,EUR
7EA87221A8E4645C17002DF03754AB66,A8677221A8E4645C17002DF03754AB66,3,BV-0007,3.5,EUR
80A87221A8E4645C17002DF03754AB66,A8677221A8E4645C17002DF03754AB66,4,BV-0008,3.5,EUR
CBA87221A8E4645C17002DF03754AB66,C6677221A8E4645C17002DF03754AB66,1,BV-0007,3.5,EUR
CEA87221A8E4645C17002DF03754AB66,C6677221A8E4645C17002DF03754AB66,2,BV-0006,3.5,EUR
D0A87221A8E4645C17002DF03754AB66,C6677221A8E4645C17002DF03754AB66,3,BV-0008,3.5,EUR
E8A87221A8E4645C17002DF03754AB66,CE677221A8E4645C17002DF03754AB66,2,BV-0004,3.5,EUR
12A97221A8E4645C17002DF03754AB66,DA677221A8E4645C17002DF03754AB66,1,BV-0003,3.5,EUR
