Travel_ID,BookingID,BookingDate,Flight_flightNumber,Flight_flightDate,FlightPrice,Currency_code
5F657221A8E4645C17002DF03754AB66,6,2024-05-21,SW1537,2024-05-31,438,USD
60657221A8E4645C17002DF03754AB66,1,2023-07-22,SW1537,2023-08-04,490,USD
60657221A8E4645C17002DF03754AB66,2,2023-07-22,SW1537,2023-08-04,490,USD
60657221A8E4645C17002DF03754AB66,3,2023-07-22,SW1537,2023-08-04,490,USD
60657221A8E4645C17002DF03754AB66,4,2023-07-21,GA0322,2023-08-06,473,USD
60657221A8E4645C17002DF03754AB66,5,2023-07-21,GA0322,2023-08-06,473,USD
60657221A8E4645C17002DF03754AB66,6,2023-07-21,GA0322,2023-08-06,473,USD
60657221A8E4645C17002DF03754AB66,7,2024-05-31,SW1537,2024-05-31,455,USD
60657221A8E4645C17002DF03754AB66,8,2024-05-31,SW1537,2024-05-31,455,USD
60657221A8E4645C17002DF03754AB66,9,2024-05-31,SW1537,2024-05-31,455,USD
60657221A8E4645C17002DF03754AB66,10,2024-05-26,GA0322,2024-06-02,438,USD
60657221A8E4645C17002DF03754AB66,11,2024-05-26,GA0322,2024-06-02,438,USD
60657221A8E4645C17002DF03754AB66,12,2024-05-26,GA0322,2024-06-02,438,USD
61657221A8E4645C17002DF03754AB66,1,2023-07-18,SW1537,2023-08-04,508,USD
61657221A8E4645C17002DF03754AB66,2,2023-07-18,SW1537,2023-08-04,508,USD
61657221A8E4645C17002DF03754AB66,3,2023-07-18,SW1537,2023-08-04,508,USD
61657221A8E4645C17002DF03754AB66,4,2023-08-02,GA0322,2023-08-06,490,USD
61657221A8E4645C17002DF03754AB66,5,2023-08-02,GA0322,2023-08-06,490,USD
61657221A8E4645C17002DF03754AB66,6,2023-08-02,GA0322,2023-08-06,490,USD
61657221A8E4645C17002DF03754AB66,7,2024-05-12,SW1537,2024-05-31,455,USD
61657221A8E4645C17002DF03754AB66,8,2024-05-12,SW1537,2024-05-31,455,USD
61657221A8E4645C17002DF03754AB66,9,2024-05-12,SW1537,2024-05-31,455,USD
61657221A8E4645C17002DF03754AB66,10,2024-05-19,GA0322,2024-06-02,455,USD
61657221A8E4645C17002DF03754AB66,11,2024-05-19,GA0322,2024-06-02,455,USD
61657221A8E4645C17002DF03754AB66,12,2024-05-19,GA0322,2024-06-02,455,USD
62657221A8E4645C17002DF03754AB66,1,2023-07-21,SW1537,2023-08-04,525,USD
62657221A8E4645C17002DF03754AB66,2,2023-07-21,SW1537,2023-08-04,525,USD
62657221A8E4645C17002DF03754AB66,3,2023-07-29,GA0322,2023-08-06,490,USD
62657221A8E4645C17002DF03754AB66,4,2023-07-29,GA0322,2023-08-06,490,USD
62657221A8E4645C17002DF03754AB66,5,2024-05-16,SW1537,2024-05-31,455,USD
62657221A8E4645C17002DF03754AB66,6,2024-05-16,SW1537,2024-05-31,455,USD
62657221A8E4645C17002DF03754AB66,7,2024-05-18,GA0322,2024-06-02,455,USD
62657221A8E4645C17002DF03754AB66,8,2024-05-18,GA0322,2024-06-02,455,USD
63657221A8E4645C17002DF03754AB66,1,2023-07-20,SW1537,2023-08-04,525,USD
63657221A8E4645C17002DF03754AB66,2,2023-07-28,GA0322,2023-08-06,508,USD
63657221A8E4645C17002DF03754AB66,3,2024-05-23,SW1537,2024-05-31,473,USD
63657221A8E4645C17002DF03754AB66,4,2024-05-25,GA0322,2024-06-02,455,USD
64657221A8E4645C17002DF03754AB66,1,2023-07-22,SW1537,2023-08-04,525,USD
64657221A8E4645C17002DF03754AB66,2,2023-07-22,SW1537,2023-08-04,525,USD
64657221A8E4645C17002DF03754AB66,3,2023-07-22,SW1537,2023-08-04,525,USD
64657221A8E4645C17002DF03754AB66,4,2023-08-03,GA0322,2023-08-06,508,USD
64657221A8E4645C17002DF03754AB66,5,2023-08-03,GA0322,2023-08-06,508,USD
64657221A8E4645C17002DF03754AB66,6,2023-08-03,GA0322,2023-08-06,508,USD
64657221A8E4645C17002DF03754AB66,7,2024-05-28,SW1537,2024-05-31,473,USD
64657221A8E4645C17002DF03754AB66,8,2024-05-28,SW1537,2024-05-31,473,USD
64657221A8E4645C17002DF03754AB66,9,2024-05-28,SW1537,2024-05-31,473,USD
64657221A8E4645C17002DF03754AB66,10,2024-05-27,GA0322,2024-06-02,455,USD
64657221A8E4645C17002DF03754AB66,11,2024-05-27,GA0322,2024-06-02,455,USD
64657221A8E4645C17002DF03754AB66,12,2024-05-27,GA0322,2024-06-02,455,USD
65657221A8E4645C17002DF03754AB66,1,2023-07-21,SW1537,2023-08-04,543,USD
66657221A8E4645C17002DF03754AB66,1,2023-07-19,SW1537,2023-08-04,560,USD
66657221A8E4645C17002DF03754AB66,2,2023-08-06,GA0322,2023-08-06,525,USD
66657221A8E4645C17002DF03754AB66,3,2024-05-25,SW1537,2024-05-31,490,USD
66657221A8E4645C17002DF03754AB66,4,2024-05-28,GA0322,2024-06-02,473,USD
67657221A8E4645C17002DF03754AB66,1,2023-07-17,SW1537,2023-08-04,560,USD
67657221A8E4645C17002DF03754AB66,2,2023-08-06,GA0322,2023-08-06,525,USD
67657221A8E4645C17002DF03754AB66,3,2024-05-28,SW1537,2024-05-31,490,USD
67657221A8E4645C17002DF03754AB66,4,2024-05-31,GA0322,2024-06-02,490,USD
68657221A8E4645C17002DF03754AB66,1,2023-07-15,SW1537,2023-08-04,560,USD
68657221A8E4645C17002DF03754AB66,2,2023-07-15,SW1537,2023-08-04,560,USD
68657221A8E4645C17002DF03754AB66,3,2023-07-15,SW1537,2023-08-04,560,USD
68657221A8E4645C17002DF03754AB66,4,2023-07-20,GA0322,2023-08-06,543,USD
68657221A8E4645C17002DF03754AB66,5,2023-07-20,GA0322,2023-08-06,543,USD
68657221A8E4645C17002DF03754AB66,6,2023-07-20,GA0322,2023-08-06,543,USD
68657221A8E4645C17002DF03754AB66,7,2024-05-14,SW1537,2024-05-31,490,USD
68657221A8E4645C17002DF03754AB66,8,2024-05-14,SW1537,2024-05-31,490,USD
68657221A8E4645C17002DF03754AB66,9,2024-05-14,SW1537,2024-05-31,490,USD
68657221A8E4645C17002DF03754AB66,10,2024-05-19,GA0322,2024-06-02,490,USD
68657221A8E4645C17002DF03754AB66,11,2024-05-19,GA0322,2024-06-02,490,USD
68657221A8E4645C17002DF03754AB66,12,2024-05-19,GA0322,2024-06-02,490,USD
69657221A8E4645C17002DF03754AB66,1,2023-08-02,SW1537,2023-08-04,595,USD
69657221A8E4645C17002DF03754AB66,2,2023-07-31,GA0322,2023-08-06,560,USD
69657221A8E4645C17002DF03754AB66,3,2024-05-15,SW1537,2024-05-31,490,USD
69657221A8E4645C17002DF03754AB66,4,2024-05-14,GA0322,2024-06-02,490,USD
6A657221A8E4645C17002DF03754AB66,1,2023-07-25,SW1537,2023-08-04,595,USD
6A657221A8E4645C17002DF03754AB66,2,2023-07-25,SW1537,2023-08-04,595,USD
6B657221A8E4645C17002DF03754AB66,1,2023-08-04,SW1537,2023-08-04,613,USD
6B657221A8E4645C17002DF03754AB66,2,2023-08-04,SW1537,2023-08-04,613,USD
6B657221A8E4645C17002DF03754AB66,3,2023-07-24,GA0322,2023-08-06,560,USD
6B657221A8E4645C17002DF03754AB66,4,2023-07-24,GA0322,2023-08-06,560,USD
6B657221A8E4645C17002DF03754AB66,5,2024-05-22,SW1537,2024-05-31,508,USD
6B657221A8E4645C17002DF03754AB66,6,2024-05-22,SW1537,2024-05-31,508,USD
6C657221A8E4645C17002DF03754AB66,1,2023-08-02,SW1537,2023-08-04,613,USD
6C657221A8E4645C17002DF03754AB66,2,2023-08-02,SW1537,2023-08-04,613,USD
6C657221A8E4645C17002DF03754AB66,3,2023-07-29,GA0322,2023-08-06,578,USD
6C657221A8E4645C17002DF03754AB66,4,2023-07-29,GA0322,2023-08-06,578,USD
6C657221A8E4645C17002DF03754AB66,5,2024-05-27,SW1537,2024-05-31,508,USD
6C657221A8E4645C17002DF03754AB66,6,2024-05-27,SW1537,2024-05-31,508,USD
6C657221A8E4645C17002DF03754AB66,7,2024-05-17,GA0322,2024-06-02,490,USD
6C657221A8E4645C17002DF03754AB66,8,2024-05-17,GA0322,2024-06-02,490,USD
6D657221A8E4645C17002DF03754AB66,1,2023-08-03,SW1537,2023-08-04,648,USD
6D657221A8E4645C17002DF03754AB66,2,2023-07-21,GA0322,2023-08-06,595,USD
6D657221A8E4645C17002DF03754AB66,3,2024-05-31,SW1537,2024-05-31,525,USD
6D657221A8E4645C17002DF03754AB66,4,2024-05-30,GA0322,2024-06-02,508,USD
6E657221A8E4645C17002DF03754AB66,1,2023-07-27,SW1537,2023-08-04,648,USD
6E657221A8E4645C17002DF03754AB66,2,2023-07-27,GA0322,2023-08-06,595,USD
6F657221A8E4645C17002DF03754AB66,1,2023-07-26,SW1537,2023-08-04,648,USD
6F657221A8E4645C17002DF03754AB66,2,2023-07-26,SW1537,2023-08-04,648,USD
70657221A8E4645C17002DF03754AB66,1,2023-07-26,SW1537,2023-08-04,665,USD
70657221A8E4645C17002DF03754AB66,2,2023-07-26,SW1537,2023-08-04,665,USD
71657221A8E4645C17002DF03754AB66,1,2023-07-25,SW1537,2023-08-04,683,USD
71657221A8E4645C17002DF03754AB66,2,2023-07-25,SW1537,2023-08-04,683,USD
71657221A8E4645C17002DF03754AB66,3,2023-07-25,SW1537,2023-08-04,683,USD
71657221A8E4645C17002DF03754AB66,4,2023-07-24,GA0322,2023-08-06,595,USD
71657221A8E4645C17002DF03754AB66,5,2023-07-24,GA0322,2023-08-06,595,USD
71657221A8E4645C17002DF03754AB66,6,2023-07-24,GA0322,2023-08-06,595,USD
71657221A8E4645C17002DF03754AB66,7,2024-05-15,SW1537,2024-05-31,525,USD
71657221A8E4645C17002DF03754AB66,8,2024-05-15,SW1537,2024-05-31,525,USD
71657221A8E4645C17002DF03754AB66,9,2024-05-15,SW1537,2024-05-31,525,USD
72657221A8E4645C17002DF03754AB66,1,2023-07-21,SW1537,2023-08-04,700,USD
72657221A8E4645C17002DF03754AB66,2,2023-07-21,SW1537,2023-08-04,700,USD
73657221A8E4645C17002DF03754AB66,1,2023-07-16,SW1537,2023-08-04,718,USD
73657221A8E4645C17002DF03754AB66,2,2023-07-16,SW1537,2023-08-04,718,USD
73657221A8E4645C17002DF03754AB66,3,2023-07-22,GA0322,2023-08-06,630,USD
73657221A8E4645C17002DF03754AB66,4,2023-07-22,GA0322,2023-08-06,630,USD
73657221A8E4645C17002DF03754AB66,5,2024-05-15,SW1537,2024-05-31,543,USD
73657221A8E4645C17002DF03754AB66,6,2024-05-15,SW1537,2024-05-31,543,USD
73657221A8E4645C17002DF03754AB66,7,2024-05-28,GA0322,2024-06-02,525,USD
73657221A8E4645C17002DF03754AB66,8,2024-05-28,GA0322,2024-06-02,525,USD
74657221A8E4645C17002DF03754AB66,1,2023-07-21,SW1537,2023-08-04,753,USD
74657221A8E4645C17002DF03754AB66,2,2023-07-21,SW1537,2023-08-04,753,USD
74657221A8E4645C17002DF03754AB66,3,2023-07-23,GA0322,2023-08-06,648,USD
74657221A8E4645C17002DF03754AB66,4,2023-07-23,GA0322,2023-08-06,648,USD
74657221A8E4645C17002DF03754AB66,5,2024-05-31,SW1537,2024-05-31,543,USD
74657221A8E4645C17002DF03754AB66,6,2024-05-31,SW1537,2024-05-31,543,USD
74657221A8E4645C17002DF03754AB66,7,2024-05-20,GA0322,2024-06-02,525,USD
74657221A8E4645C17002DF03754AB66,8,2024-05-20,GA0322,2024-06-02,525,USD
75657221A8E4645C17002DF03754AB66,1,2023-07-21,SW1537,2023-08-04,753,USD
75657221A8E4645C17002DF03754AB66,2,2023-08-03,GA0322,2023-08-06,665,USD
75657221A8E4645C17002DF03754AB66,3,2024-05-18,SW1537,2024-05-31,560,USD
75657221A8E4645C17002DF03754AB66,4,2024-05-31,GA0322,2024-06-02,543,USD
76657221A8E4645C17002DF03754AB66,1,2023-07-26,SW1537,2023-08-04,770,USD
76657221A8E4645C17002DF03754AB66,2,2023-07-26,SW1537,2023-08-04,770,USD
76657221A8E4645C17002DF03754AB66,3,2023-07-26,SW1537,2023-08-04,770,USD
76657221A8E4645C17002DF03754AB66,4,2023-07-27,GA0322,2023-08-06,665,USD
76657221A8E4645C17002DF03754AB66,5,2023-07-27,GA0322,2023-08-06,665,USD
76657221A8E4645C17002DF03754AB66,6,2023-07-27,GA0322,2023-08-06,665,USD
76657221A8E4645C17002DF03754AB66,7,2024-05-15,SW1537,2024-05-31,560,USD
76657221A8E4645C17002DF03754AB66,8,2024-05-15,SW1537,2024-05-31,560,USD
76657221A8E4645C17002DF03754AB66,9,2024-05-15,SW1537,2024-05-31,560,USD
76657221A8E4645C17002DF03754AB66,10,2024-05-13,GA0322,2024-06-02,543,USD
76657221A8E4645C17002DF03754AB66,11,2024-05-13,GA0322,2024-06-02,543,USD
76657221A8E4645C17002DF03754AB66,12,2024-05-13,GA0322,2024-06-02,543,USD
77657221A8E4645C17002DF03754AB66,1,2024-05-19,SW1537,2024-05-31,578,USD
77657221A8E4645C17002DF03754AB66,2,2024-05-19,SW1537,2024-05-31,578,USD
77657221A8E4645C17002DF03754AB66,3,2024-05-19,SW1537,2024-05-31,578,USD
77657221A8E4645C17002DF03754AB66,4,2024-05-26,GA0322,2024-06-02,560,USD
77657221A8E4645C17002DF03754AB66,5,2024-05-26,GA0322,2024-06-02,560,USD
77657221A8E4645C17002DF03754AB66,6,2024-05-26,GA0322,2024-06-02,560,USD
78657221A8E4645C17002DF03754AB66,1,2024-05-13,SW1537,2024-05-31,595,USD
78657221A8E4645C17002DF03754AB66,2,2024-05-21,GA0322,2024-06-02,578,USD
79657221A8E4645C17002DF03754AB66,1,2024-05-15,SW1537,2024-05-31,613,USD
79657221A8E4645C17002DF03754AB66,2,2024-05-15,SW1537,2024-05-31,613,USD
79657221A8E4645C17002DF03754AB66,3,2024-05-15,SW1537,2024-05-31,613,USD
79657221A8E4645C17002DF03754AB66,4,2024-05-29,GA0322,2024-06-02,595,USD
79657221A8E4645C17002DF03754AB66,5,2024-05-29,GA0322,2024-06-02,595,USD
79657221A8E4645C17002DF03754AB66,6,2024-05-29,GA0322,2024-06-02,595,USD
7A657221A8E4645C17002DF03754AB66,1,2024-05-31,SW1537,2024-05-31,630,USD
7A657221A8E4645C17002DF03754AB66,2,2024-05-31,SW1537,2024-05-31,630,USD
7A657221A8E4645C17002DF03754AB66,3,2024-05-31,SW1537,2024-05-31,630,USD
7A657221A8E4645C17002DF03754AB66,4,2024-05-18,GA0322,2024-06-02,613,USD
7A657221A8E4645C17002DF03754AB66,5,2024-05-18,GA0322,2024-06-02,613,USD
7A657221A8E4645C17002DF03754AB66,6,2024-05-18,GA0322,2024-06-02,613,USD
7B657221A8E4645C17002DF03754AB66,1,2024-05-14,SW1537,2024-05-31,648,USD
7B657221A8E4645C17002DF03754AB66,2,2024-05-14,SW1537,2024-05-31,648,USD
7C657221A8E4645C17002DF03754AB66,1,2024-05-26,SW1537,2024-05-31,665,USD
7C657221A8E4645C17002DF03754AB66,2,2024-05-26,SW1537,2024-05-31,665,USD
7C657221A8E4645C17002DF03754AB66,3,2024-05-16,GA0322,2024-06-02,648,USD
7C657221A8E4645C17002DF03754AB66,4,2024-05-16,GA0322,2024-06-02,648,USD
7D657221A8E4645C17002DF03754AB66,1,2024-05-21,SW1537,2024-05-31,683,USD
7D657221A8E4645C17002DF03754AB66,2,2024-05-14,GA0322,2024-06-02,648,USD
7E657221A8E4645C17002DF03754AB66,1,2024-05-17,SW1537,2024-05-31,683,USD
7E657221A8E4645C17002DF03754AB66,2,2024-05-25,GA0322,2024-06-02,665,USD
7F657221A8E4645C17002DF03754AB66,1,2024-05-13,SW1537,2024-05-31,700,USD
7F657221A8E4645C17002DF03754AB66,2,2024-05-25,GA0322,2024-06-02,665,USD
80657221A8E4645C17002DF03754AB66,1,2024-05-11,SW1537,2024-05-31,700,USD
80657221A8E4645C17002DF03754AB66,2,2024-05-11,SW1537,2024-05-31,700,USD
80657221A8E4645C17002DF03754AB66,3,2024-05-11,SW1537,2024-05-31,700,USD
80657221A8E4645C17002DF03754AB66,4,2024-05-21,GA0322,2024-06-02,665,USD
80657221A8E4645C17002DF03754AB66,5,2024-05-21,GA0322,2024-06-02,665,USD
80657221A8E4645C17002DF03754AB66,6,2024-05-21,GA0322,2024-06-02,665,USD
81657221A8E4645C17002DF03754AB66,1,2024-05-20,SW1537,2024-05-31,735,USD
81657221A8E4645C17002DF03754AB66,2,2024-05-20,SW1537,2024-05-31,735,USD
81657221A8E4645C17002DF03754AB66,3,2024-05-30,GA0322,2024-06-02,700,USD
81657221A8E4645C17002DF03754AB66,4,2024-05-30,GA0322,2024-06-02,700,USD
82657221A8E4645C17002DF03754AB66,1,2024-05-29,SW1537,2024-05-31,753,USD
82657221A8E4645C17002DF03754AB66,2,2024-05-18,GA0322,2024-06-02,718,USD
83657221A8E4645C17002DF03754AB66,1,2024-05-28,SW1537,2024-05-31,753,USD
83657221A8E4645C17002DF03754AB66,2,2024-05-29,GA0322,2024-06-02,735,USD
84657221A8E4645C17002DF03754AB66,1,2024-05-26,SW1537,2024-05-31,753,USD
84657221A8E4645C17002DF03754AB66,2,2024-05-26,SW1537,2024-05-31,753,USD
84657221A8E4645C17002DF03754AB66,3,2024-05-16,GA0322,2024-06-02,753,USD
84657221A8E4645C17002DF03754AB66,4,2024-05-16,GA0322,2024-06-02,753,USD
85657221A8E4645C17002DF03754AB66,1,2024-05-14,SW1537,2024-05-31,788,USD
85657221A8E4645C17002DF03754AB66,2,2024-05-13,GA0322,2024-06-02,753,USD
86657221A8E4645C17002DF03754AB66,1,2024-05-26,SW1537,2024-05-31,788,USD
86657221A8E4645C17002DF03754AB66,2,2024-05-26,SW1537,2024-05-31,788,USD
86657221A8E4645C17002DF03754AB66,3,2024-05-26,SW1537,2024-05-31,788,USD
86657221A8E4645C17002DF03754AB66,4,2024-05-27,GA0322,2024-06-02,770,USD
86657221A8E4645C17002DF03754AB66,5,2024-05-27,GA0322,2024-06-02,770,USD
86657221A8E4645C17002DF03754AB66,6,2024-05-27,GA0322,2024-06-02,770,USD
87657221A8E4645C17002DF03754AB66,1,2024-05-14,SW1537,2024-05-31,805,USD
87657221A8E4645C17002DF03754AB66,2,2024-05-14,SW1537,2024-05-31,805,USD
87657221A8E4645C17002DF03754AB66,3,2024-05-27,GA0322,2024-06-02,805,USD
87657221A8E4645C17002DF03754AB66,4,2024-05-27,GA0322,2024-06-02,805,USD
88657221A8E4645C17002DF03754AB66,1,2024-05-26,SW1537,2024-05-31,840,USD
88657221A8E4645C17002DF03754AB66,2,2024-05-26,SW1537,2024-05-31,840,USD
88657221A8E4645C17002DF03754AB66,3,2024-06-02,GA0322,2024-06-02,823,USD
88657221A8E4645C17002DF03754AB66,4,2024-06-02,GA0322,2024-06-02,823,USD
89657221A8E4645C17002DF03754AB66,1,2024-05-14,GA0322,2024-06-02,840,USD
89657221A8E4645C17002DF03754AB66,2,2024-05-14,GA0322,2024-06-02,840,USD
89657221A8E4645C17002DF03754AB66,3,2024-05-14,GA0322,2024-06-02,840,USD
8A657221A8E4645C17002DF03754AB66,1,2024-05-27,SW1537,2024-05-31,858,USD
8B657221A8E4645C17002DF03754AB66,1,2024-05-26,GA0322,2024-06-02,893,USD
8B657221A8E4645C17002DF03754AB66,2,2024-05-26,GA0322,2024-06-02,893,USD
8C657221A8E4645C17002DF03754AB66,1,2024-05-14,GA0322,2024-06-02,911,USD
8C657221A8E4645C17002DF03754AB66,2,2024-05-14,GA0322,2024-06-02,911,USD
8D657221A8E4645C17002DF03754AB66,1,2024-05-29,GA0322,2024-06-02,928,USD
8D657221A8E4645C17002DF03754AB66,2,2024-05-29,GA0322,2024-06-02,928,USD
8E657221A8E4645C17002DF03754AB66,1,2024-05-16,GA0322,2024-06-02,946,USD
8E657221A8E4645C17002DF03754AB66,2,2024-05-16,GA0322,2024-06-02,946,USD
8F657221A8E4645C17002DF03754AB66,1,2024-05-28,GA0322,2024-06-02,981,USD
8F657221A8E4645C17002DF03754AB66,2,2024-05-28,GA0322,2024-06-02,981,USD
90657221A8E4645C17002DF03754AB66,1,2024-05-13,GA0322,2024-06-02,998,USD
90657221A8E4645C17002DF03754AB66,2,2024-05-13,GA0322,2024-06-02,998,USD
90657221A8E4645C17002DF03754AB66,3,2024-05-13,GA0322,2024-06-02,998,USD
